question,answer
"Jamaar liebt frisches Obst und geht mit 10 Dollar, die er beim Rasenmähen verdient hat, in den Laden. Mit Steuern sind Pfirsiche und Birnen jeweils 5 Dollar, Äpfel 0,75 Dollar, Kiwis 1 Dollar und Pflaumen 0,25 Dollar. Wenn er bereits 3 Pfirsiche, 4 Birnen, 2 Kiwis und 5 Äpfel gekauft hat, wie viele Pflaumen kann er dann noch kaufen?","Er hat $3.5 für Pfirsiche und Birnen ausgegeben, weil 7 x .5 = <<7*.5=3.5>> 3.5 Er hat $2 für Kiwis ausgegeben, weil 2 x 1 = <<2*1=2>> 2 Er hat $3.75 für Äpfel ausgegeben, weil 5 x .75 = <<5*.75=3.75>> 3.75 Er hat bereits $9.25 ausgegeben, weil 3.5 + 2 + 3.75 = <<3.5+2+3.75=9.25>> 9.25 Er kann drei Pflaumen kaufen, weil .75 / .25 = <<.75/.25=3>> 3 #### 3"
"Anne kaufte eine Schachtel Süßigkeiten, die 15 Pakete enthielt, und jede Packung hat 60 Stücke. Sie behielt zwei Packungen und gab den Rest ihren zehn Freunden gleichermaßen. Wie viele Süßigkeiten hat jede ihrer Freundinnen bekommen?","Nachdem Anne 2 Packungen behalten hatte, waren nur noch 15 - 2 = <<15-2=13>> 13 Packungen übrig. Daher waren 13 x 60 = <<13*60=780>> 780 Stücke Süßigkeiten übrig. Also erhielt jeder ihrer 10 Freunde 780 / 10 = <<780/10=78>> 78 Stücke Süßigkeiten. #### 78"
"Das ist Mrs. Tatiana hat ein Lebensmittelgeschäft, in dem sie verschiedene Früchte und Gemüse, darunter Karotten, verkauft. Der Preis für Karotten im Lebensmittelgeschäft steigt jedes Jahr um 5% des ursprünglichen Preises. Wie hoch wäre der Preis für Karotten nach drei Jahren, wenn er ursprünglich 120 Dollar betrug? (Rundung auf die nächste ganze Zahl)",Im ersten Jahr steigt der Preis für Karotten um 5/100*120 = $ <<5/100*120=6>> 6 Nach 3 Jahren steigt der Preis für Karotten um $6*3 = $ <<6*3=18>> 18 Der Gesamtpreis für Karotten nach drei Jahren beträgt 120+18 = $ <<120+18=138>> 138 #### 138
Olivia hat 72 Bilder auf Facebook hochgeladen. Sie hat die gleiche Anzahl von Bildern in 8 Alben gesetzt. 3 der Alben waren nur Selfies und 2 der Alben waren Porträts. Wie viele Porträts und Selfies hatte sie?,Olivia hatte 72 Bilder / 8 Alben = <<72/8=9>> 9 Bilder pro Album. Olivia hatte 3 Selfie-Alben * 9 Bilder = <<3*9=27>> 27 Bilder. Olivia hatte 2 Porträtalben * 9 Bilder = <<2*9=18>> 18 Bilder. Die Gesamtzahl der Porträts und Selfies für Olivia beträgt 27 + 18 = <<27+18=45>> 45 Bilder. #### 45
"James braucht 10 Minuten, um 3 Seiten seines Buches vor dem Schlafengehen zu lesen. Er liest 18 Seiten seines Buches und beschließt dann zu schlafen. Wie lange liest James in Minuten?","James würde 18 ÷ 3 = <<18/3=6>> 6 mal länger brauchen, wenn er alle 18 Seiten lesen würde. Das bedeutet, dass James 6 × 10 = <<6*10=60>> 60 Minuten mit Lesen verbringen würde. #### 60"
"An einem geschäftigen Samstagmorgen war ein Hotel mit 100 Gästen voll ausgebucht. 24 Gäste entschieden sich für einen frühen Check-out und 15 für einen späten Check-out. Am Nachmittag meldeten sich doppelt so viele Leute ein wie diejenigen, die sich für einen späten Check-out entschieden hatten. 7 weitere Personen meldeten sich, nachdem das Abendessen serviert wurde. Wie viele Gäste hat das Hotel jetzt?",24 Gäste haben früh ausgecheckt und 15 haben spät ausgecheckt also 24+15 = <<24+15=39>> 39 Gäste haben ausgecheckt Das Hotel war komplett gebucht mit 100 Gästen und 39 dieser Gäste haben ausgecheckt also jetzt gibt es 100-39 = <<100-39=61>> 61 Gäste Doppelt so viele haben sich an diesem Nachmittag eingetragen als die 15 die sich für einen späten Auscheck entschieden haben also 2*15 = <<2*15=30>> 30 Gäste haben sich an diesem Nachmittag eingetragen Das Hotel war auf 61 Gäste gesunken und 30 haben sich an diesem Nachmittag eingetragen und weitere 7 haben sich nach dem Abendessen eingetragen für insgesamt 61+30+7 = <<61+30+7=98>> 98 Gäste #### 98
John pflückt am Mittwoch 4 Bananen. Dann pflückt er am Donnerstag 6 Bananen. Am Freitag pflückt er dreimal so viele Bananen wie am Mittwoch. Wie viele Bananen hat John?,Zusammen mit Mittwoch und Donnerstag hat John 4 Bananen + 6 Bananen = <<4+6=10>> 10 Bananen. Am Freitag pflückt er 3 * 4 Bananen = <<3*4=12>> 12 Bananen. Insgesamt hat John 10 Bananen + 12 Bananen = <<10+12=22>> 22 Bananen. #### 22
"In einem 60-Punkte-Quiz sind 40% der Fragen einfach, und der Rest ist gleichmäßig in durchschnittliche und schwierige Fragen unterteilt. Wenn der Widder sicher ist, 75% der einfachen Fragen und die Hälfte der durchschnittlichen und schwierigen Fragen richtig zu beantworten, wie viele Punkte bekommt er dann sicher?","Die durchschnittlichen und schwierigen Fragen machen 100% - 40% = 60% des Tests aus. Es gibt 60 Fragen x 40/100 = <<60*40/100=24>> 24 einfache Fragen. Es gibt insgesamt 60 Fragen x 60/100 = <<60*60/100=36>> 36 durchschnittliche und schwierige Fragen. Wenn Widder sicher ist, 75% der einfachen Fragen zu bekommen, dann bedeutet dies, dass sie sich ihrer 24 Fragen x 75/100 = <<24*75/100=18>> 18 Punkte sicher ist. Von den durchschnittlichen und schwierigen Fragen ist sie sicher, die Hälfte richtig zu bekommen, das sind also 36 Fragen / 2 = <<36/2=18>> 18 Punkte. Somit ist sie sicher, 18 Punkte + 18 Punkte = <<18+18=36>> 36 Punkte in ihrem Quiz zu bekommen. #### 36"
Teresa verkauft große Stofftiere für das Dreifache des Preises kleiner Stofftiere. Heute verkaufte sie doppelt so viele kleine Plüschtiere wie große und verdiente 120 Dollar. Jedes kleine Plüschtier kostet 4 Dollar. Wie viele kleine Plüschtiere hat sie verkauft?,"A ist die Anzahl der großen Plüschtiere, die Teresa verkauft hat. So verkaufte sie 2A kleine Plüschtiere. Große ausgestopfte Tiere kosten 3 * 4 = $ <<3*4=12>> 12. Sie verdiente 12A + 4 * 2A = 12A + 8A = 20A = $120 durch den Verkauf von ausgestopften Tieren heute. So hat sie heute A = 120 / 20 = <<120/20=6>> 6 große Stofftiere verkauft. Teresa verkaufte doppelt so viele kleine Plüschtiere, also verkaufte sie 6 * 2 = <<6*2=12>> 12 kleine Plüschtiere heute. #### 12"
"Ein Mann isst 5 Sandwiches pro Tag, seine Frau isst 4 Sandwiches pro Tag, und ihr Sohn isst 2 Sandwiches pro Tag. Wie viele Sandwiches isst diese Familie in einer Woche?","Die Anzahl der Sandwiches, die sie an einem Tag essen, ist 5 + 4 + 2 = <<5+4+2=11>> 11 Sandwiches. Die Anzahl der Sandwiches, die sie in einer Woche essen, ist 11 * 7 = <<11*7=77>> 77 Sandwiches. #### 77"
Suzanne verkaufte 80 Kekse für 1 Dollar pro Stück und 60 Cupcakes für 4 Dollar pro Stück. Sie gab ihren beiden Schwestern jeweils 10 Dollar für ihre Hilfe. Wie viel Geld hat sie von ihrem Einkommen übrig?,"Suzannes Einkommen aus den Keksen ist 80 x 1 $ = $ <<80*1=80>> 80. Ihre Einnahmen aus den Cupcakes sind 60 x $4 = $ <<60*4=240>> 240. Ihre Gesamteinnahmen für die Cupcakes und Kekse sind $240 + $80 = $ <<240+80=320>> 320. Sie gab insgesamt 10 x 2 = $ <<10*2=20>> 20 an ihre Schwestern für ihre Hilfe, also hat Suzzane $32 - $20 = $300 übrig. #### 300"
Das Easter Egg Hunt Team hat 100 Eier versteckt. Die Smith-Zwillinge fanden jeweils 30 Eier. Alle anderen Eier bis auf 10 wurden von ihren Freunden gefunden. Wie viele Eier haben die Freunde gefunden?,"Die Smith-Zwillinge fanden 30 * 2 = <<30*2=60>> 60 Eier. Die Zahl, die verborgen blieb, war 100 - 60 = <<100-60=40>> 40 Eier Da 10 Eier nicht gefunden wurden, bedeutet dies, dass die Freunde 40 - 10 = 30 Eier #### 30 gefunden haben"
Ein Zwerg kann mit bloßen Händen 12 Pfund Erz pro Tag abbauen. Er kann doppelt so viel mit einer Eisenpickel abbauen und 50% mehr mit einer Stahlpickel als mit einer Eisenpickel. Wie viele Kilogramm Erz können 40 Zwerge mit Stahlhacken in einem Monat mit 30 Tagen abbauen?,"Finden Sie zunächst heraus, wie viel Erz ein Zwerg mit einem Eisenhaken abbauen kann: 12 Pfund/Tag * 2 = <<12*2=24>> 24 Pfund/Tag Dann multiplizieren Sie diese Menge mit 150%, um herauszufinden, wie viel ein Zwerg mit einem Stahlhaken abbauen kann: 24 Pfund/Tag * 150% = <<24*150*.01=36>> 36 Pfund/Tag Dann multiplizieren Sie die Menge, die ein Zwerg an einem Tag mit einem Stahlhaken abbauen kann, mit der Anzahl der Zwerge: 36 Pfund/Tag / Zwerg * 40 Zwerge = <<36*40=1440>> 1440 Pfund/Tag Dann multiplizieren Sie die tägliche Menge an Erz mit der Anzahl der Tage, um das in einem Monat abgebaute Erz zu finden: 1440 Pfund/Tag * 30 Tage = <<1440*30=43200>> 43200 Pfund/Tag #### 43200"
"Ein Laden bietet Sandwiches in drei verschiedenen Verpackungsgrößen an. Das erste Paket mit zwei Sandwiches kostet drei Dollar, das zweite Paket mit vier Sandwiches kostet sechs Dollar. und Eine dritte mit 8 Sandwiches, aber der Preis ist nicht angegeben. Wenn wir wissen, dass die Preise proportional sind, wie viel wird das Paket mit 8 Sandwiches kosten?",Also der Preis für 1 Sandwich ist $3 / 2 Sandwiches = $ <<3/2=1.5>> 1.5/Sandwich Jetzt der Preis für das Paket mit 8 Sandwiches wäre $1.5/Sandwich * 8 Sandwiches = $ <<1.5*8=12>> 12 #### 12
Tom kauft ein Schlafzimmerset für 3000 Dollar. Er verkauft sein altes Schlafzimmer für 1000 Dollar und bezahlt damit einen Teil des Schlafzimmersets. Er muss dann 10% pro Monat für das Schlafzimmer-Set bezahlen. Wie viel muss er pro Monat zahlen?,Er hat zu zahlen 3000-1000=$ <<3000-1000=2000>> 2000 So hat er zu zahlen 2000*.1=$ <<2000*.1=200>> 200 pro Monat #### 200
"Als Sally zur Schule ging, hielt sie die Saiten zu 25 roten, 7 grünen und 12 gelben Ballons in der Hand. Plötzlich verursachte ein Windstoß, dass 40% der roten Ballons platzten. Das erschreckend laute Geräusch erschreckte Sally, und sie ließ versehentlich die Hälfte der gelben Ballons los. Aber als sie sich dem Schulgelände näherte, fand sie acht blaue Ballons, die in einem Baum gefangen waren. und Sie fügte 75% der Ballons zu ihrem Restballon hinzu, den sie in die Schule brachte. Wie viele Ballons hat sie schließlich in die Schule getragen?","Sally begann mit 25 roten, 7 grünen und 12 gelben Ballons, insgesamt 25+7+12= <<25+7+12=44>> 44 Ballons. Aber 40% ihrer 25 roten Ballons platzten, was bedeutete, dass sie dann 0,4*25= <<0.4*25=10>> 10 weniger rote Ballons hatte. Das laute Geräusch veranlasste sie, die Hälfte ihrer 12 gelben Ballons freizulassen, was bedeutet, dass sie dann (1/2) * 12 = <<12-6=6>> 6 gelbe Ballons weniger hatte. Sie fügte 75% der 8 blauen Ballons hinzu, die sie entdeckte, was bedeutet, dass sie 0,75*8= <<75*.01*8=6>> 6 blaue Ballons zu ihrer Kupplung hinzufügte. Also hatte sie anfangs 44 Ballons, aber 10 rote platzten, 6 gelbe entkamen, und Sie fügte 6 weitere blaue hinzu, für insgesamt 44-10-6+6= <<44-10-6+6=34>> 34 Ballons #### 34"
"Marcus versucht zu entscheiden, ob er wirklich seine Hausaufgaben machen muss. Es besteht eine 50%ige Chance, dass er morgen einen Ersatzlehrer hat, der die Hausaufgaben nicht abholt. Selbst wenn die normale Lehrerin kommt, gibt es eine 40% Chance, dass sie jedem eine Verlängerung gibt. Selbst wenn die ganze Klasse keine Verlängerung bekommt, gibt es eine 20% Chance, dass Marcus den Lehrer davon überzeugen kann, dass sein Hund seine Aufgabe gegessen hat und eine persönliche Verlängerung bekommt. Wie hoch ist die Wahrscheinlichkeit, dass Marcus morgen seine Hausaufgaben abgeben muss?","Finden Sie zuerst die Wahrscheinlichkeit, dass die normale Lehrerin kommt durch Subtrahieren der Chancen, dass sie nicht von 100%: 100% - 50% = 50% Dann finden Sie die Wahrscheinlichkeit, dass die Lehrerin nicht die ganze Klasse eine Verlängerung gewährt durch Subtrahieren der Chance, dass sie von 100%: 100% - 40% = 60% Dann finden Sie die Wahrscheinlichkeit, dass Marcus nicht eine persönliche Verlängerung erhalten kann durch Subtrahieren der Chance, dass er von 100%: 100% - 20% = 80% Jetzt finden Sie die Wahrscheinlichkeit, dass die Lehrerin kommt und nicht die ganze Klasse eine Verlängerung gewährt, indem Sie die beiden unabhängigen Wahrscheinlichkeiten multiplizieren: .6 * .5 = <<.6*.5=.3>> .3 Jetzt multiplizieren Sie diese Wahrscheinlichkeit mit der Wahrscheinlichkeit, dass Marcus keine persönliche Verlängerung erhalten kann, um die Wahrscheinlichkeit zu finden, dass er tatsächlich seine Hausaufgaben abgeben muss: .3 * .8 = <<.3*.8=.24>> .24 Schließlich multiplizieren Sie die Dezimalwahrscheinlichkeit mit 100, um es als Prozentsatz auszudrücken: .24% * <<.24*100=24>> = 24% #### 24"
"Die Apple High School veranstaltet dieses Jahr die Abschlussfeier in ihrem Kunstzentrum, das Platz für 6000 Personen bietet. Nach der Berechnung von 950 Plätzen für Absolventen und 300 Plätzen für Lehrkräfte, wie viele Tickets würde jeder Absolvent erhalten, um ihre Freunde und Familie zu geben, wenn die Tickets gleichmäßig aufgeteilt werden?",Fügen Sie Absolventen- und Fakultätssitze zusammen. 950 + 300 = <<950+300=1250>> 1250 Plätze für Lehrkräfte und Absolventen Minus Plätze für Lehrkräfte und Absolventen aus der Gesamtzahl der zugelassenen Plätze. 6000 - 1250 = <<6000-1250=4750>> 4750 verbleibende Sitze. Dividieren Sie die Anzahl der Absolventen durch die verbleibenden Plätze. 4750/950 = <<4750/950=5>> 5 Fahrkarten #### 5
"Großvater isst gerne Marmeladebohnen, aber wie viele Marmeladebohnen er essen kann, hängt von der Größe der Bohnen ab. Es braucht 75 große Marmeladebohnen, um Opa zu füllen. Er kann doppelt so viele mittelgroße Bohnen essen wie große Bohnen. Und 3 kleine Bohnen zu essen ist das Gleiche wie 1 mittelgroße Bohne zu essen. Wie viele kleine Bohnen kann Opa essen?","Wenn Opa doppelt so viele mittlere Bohnen wie große Bohnen essen kann, Dann ... 75 große Bohnen zu essen ist dasselbe wie 75*2= <<75*2=150>> 150 mittelgroße Marmeladebohnen zu essen. Wenn 1 mittelgroße Bohne gleich 3 kleinen Bohnen ist, dann sind 150 mittelgroße Bohnen gleich 150*3= <<150*3=450>> 450 kleine Marmeladebohnen. #### 450"
"Melissa wird zur Geschworenenkammer gerufen. Sie verbringt 3 Tage lang 6 Stunden am Tag damit, einem Gerichtsverfahren zuzuhören. Wenn Melissa 15 Dollar pro Tag verdient, aber auch 3 Dollar für das Parken zahlen muss, wie viel verdient sie pro Stunde nach Abzug der Kosten?","Finden Sie zuerst Melisas Netto-Tageslohn, indem Sie die Parkgebühren von ihrem Bruttogehalt von $ 15 abziehen: $ 15 / Tag - $ 3 / Tag = $ <<15-3=12>> 12 / Tag Dann teilen Sie diese Zahl durch die Anzahl der Stunden, die Melissa jeden Tag vor Gericht verbringt, um ihren Stundenlohn zu finden: $ 12 / Tag / 6 Stunden / Tag = $ <<12/6=2>> 2 / Stunde #### 2"
Ted beginnt mit 200 Dollar. Er kauft 3 Bücher für 16 Dollar pro Stück und 3 Bleistifte für 6 Dollar pro Stück. Wie viel hat er insgesamt ausgegeben?,Ted gab insgesamt 3*16 = <<3*16=48>> 48 Dollar für Bücher aus. Ted gab insgesamt 3*6 = <<3*6=18>> 18 Dollar für Bleistifte aus. Insgesamt gab Ted 48 + 18 = <<48+18=66>> 66 Dollar aus. #### 66
"Richard will ein Video machen, um es online zu teilen, in dem er ein wissenschaftliches Experiment macht, das einen Diät-Limonade-Brunnen erzeugt, nachdem er eine bestimmte Marken-Süßigkeit hineingelegt hat. Richards Auffahrt ist 24 Fuß breit und er will alle 3 Fuß eine Flasche Soda auf die Auffahrt legen. Nachdem er bei der ersten Flasche angefangen hat, braucht Richard 5 Sekunden, um von einer Soda-Flasche zur nächsten zu gehen und die Süßigkeiten hineinzuwerfen. Wie viele Sekunden benötigt Richard insgesamt, um alle Sodabrunnen zu zünden?","Wenn Richards Auffahrt 24 Fuß lang ist und er alle 3 Fuß eine Flasche Soda gibt, Dann ... aus 24 Fuß insgesamt gibt es 24 / 3 Fuß zwischen jeder Flasche = <<24/3=8>> 8 Flaschen. Wenn Richard mit der ersten Flasche mit 0 Sekunden beginnt und es 5 Sekunden dauert, bis er auf die nächste Flasche geht, um die Süßigkeiten fallen zu lassen, Dann ... Es dauert 5 Sekunden x 7 Flaschen = 35 Sekunden insgesamt. #### 35"
"Es sind vierzig Äpfel in einer Schachtel. Onkel Franky hat zwei Kisten Äpfel bestellt. Er plant, die Äpfel mit acht Äpfeln in einer Packung zu verpacken. Wie viele Päckchen Äpfel kann er mit den zwei Kisten Äpfeln machen?",Es gibt 2 x 40 = <<2*40=80>> 80 Äpfel in zwei Kisten. Deshalb macht Onkel Franky 80/8 = <<80/8=10>> 10 Päckchen Äpfel. #### 10
"Der Preis für Parmesankäse beträgt 11 Dollar pro Pfund. Der Mozzarella-Käse kostet 6 Dollar pro Pfund. Amor kauft 2 Pfund Parmesan und 3 Pfund Mozzarella-Käse. Beginnt sie mit $50 in bar, wie viel Geld, in Dollar, wird sie übrig haben, um Fleisch zu kaufen?","Die Kosten für den Kauf von 2 Pfund Parmesankäse sind $11 x 2 = $<<11*2=22>> 22. Die Kosten für den Kauf 3 Pfund Mozzarella Käse ist $ 6 x 3 = $ <<6*3=18>> 18. Der Gesamtbetrag, der für die beiden Käsesorten ausgegeben wird, beträgt $22 + $18 = $<<22+18=40>> 40. Amor hat also noch $50 - $40 = $<<50-40=10>> 10 übrig, um Fleisch zu kaufen. #### 10"
"Jim beschließt, aufs College zu gehen, um mehr Geld zu verdienen. Er braucht 4 Jahre, um es zu beenden, und er bekommt 50.000 Dollar an Darlehen pro Jahr. Wenn er vor dem College einen Job mit 25.000 Dollar im Jahr hatte und sein College-Abschluss sein Einkommen verdreifachte, wie lange würde es dauern, um das Geld zu verdienen, das den Darlehen entspricht und das Geld, das er verloren hat, weil er während der Schule nicht gearbeitet hat.","Sein Gehalt erhöhte sich auf 25000*3=$ <<25000*3=75000>> 75.000 pro Jahr also verdient er zusätzlich 75.000-25.000=$ <<75000-25000=50000>> 50.000 pro Jahr sein Darlehen kostet 50.000*4=$ <<50000*4=200000>> 200.000 Er verlor 25.000*4=$ <<25000*4=100000>> 100.000, weil er nicht arbeitete also muss er 200.000+100.000=$ <<200000+100000=300000>> 300.000 machen das bedeutet es wird 300.000/50.000= <<300000/50000=6>> 6 Jahre #### 4"
"Jim macht eine Bettdecke für sein großes Bett. Er braucht zwei Stoffstücke, die zwei Fuß länger und zwei Fuß breiter sind als das Bett, das sechs Fuß lang und acht Fuß breit ist. Wie viele Quadratmeter Stoff muss Jim kaufen?","Finden Sie zunächst die Länge jedes Stoffstücks, indem Sie 2 Fuß zur Länge des Bettes addieren: 6 Fuß + 2 Fuß = <<6+2=8>> 8 Fuß Dann finden Sie die Breite jedes Stoffstücks, indem Sie 2 Fuß zur Breite des Bettes addieren: 8 Fuß + 2 Fuß = <<8+2=10>> 10 Fuß Dann finden Sie die Quadratmeterfläche jedes Stoffstücks, indem Sie seine Länge und Breite multiplizieren: 8 Fuß * 10 Fuß = <<8*10=80>> 80 Quadratfuß Dann verdoppeln Sie diese Menge, da Jim zwei Stoffstücke benötigt: 80 Quadratfuß / Stück * 2 Stücke = <<80*2=160>> 160 Quadratfuß #### 160"
"Am Montag lieferte die Post 425 Briefe aus. Am Dienstag waren es 17, ein Fünftel mehr als am Montag. Am Mittwoch lieferten sie 5 mehr als doppelt so viele wie am Dienstag. Wie viele Briefe lieferte die Post Montag - Mittwoch aus?",Montag = <<425=425>> 425 Briefe Dienstag = (1/5) * 425 + 17 = <<(1/5)*425+17=102>> 102 Briefe Mittwoch = 2 * 102 + 5 = <<2*102+5=209>> 209 Briefe Insgesamt = 425 + 102 + 209 = <<425+102+209=736>> 736 Briefe #### 736
"Molly veranstaltet eine Geburtstagsfeier für ihre Schwester und hat 16 Leute eingeladen. 10 Leute wollen den Hühnersalat, der 6,50 Dollar pro Person kostet, und 6 Leute wollen den Pasta-Salat, der 6 Dollar pro Person kostet. Wie hoch ist der Gesamtbetrag, den Molly für das Catering bezahlen wird?","Multiplizieren Sie die Anzahl der Leute, die Hühnersalat wollen, mit den Kosten pro Person, so dass die Kosten 10 x $ 6,50 = $ <<10*6.5=65>> 65 sind. Multiplizieren Sie die Anzahl der Leute, die Pasta-Salat wollen, mit den Kosten pro Person, also sind die Kosten 6 x $6.00 = $ <<6*6=36>> 36. Die Gesamtkosten für Hühnersalat und Nudelsalat sind $65 + $36 = $<<65+36=101>> 101. #### 101"
"Johnnys Vater brachte ihn zum Pferderennen und sein Vater setzte Geld. Beim ersten Rennen verlor er fünf Dollar. Beim zweiten Rennen gewann er einen Dollar mehr als den doppelten Betrag, den er zuvor verloren hatte. Im dritten Rennen verlor er 1,5 mal so viel wie im zweiten Rennen. Wie viel hat er an diesem Tag im Durchschnitt verloren?","Im zweiten Rennen gewann er 11 Dollar, weil 1 + 5 x 2 = <<1+5*2=11>> 11 Im dritten Rennen verlor er 15 Dollar, weil 10 x 1,5 = <<10*1.5=15>> 15 Er verlor insgesamt 20 Dollar im ersten und dritten Rennen, weil 15 + 5 = <<15+5=20>> 20 Er verlor 9 Dollar an diesem Tag, weil 11 - 20 = <<11-20=-9>> -9 Er verlor durchschnittlich 3 Dollar pro Rennen, weil 9 / 3 = <<9/3=3>> 3 #### 3"
